Год;Месяц;Канал;Бренд;Диапазон веса;Сумма (в 1000);Штуки (в 1000 шт);Штуки (в шт);Точки;Офтейк (штук на точку);Цена за штуку;Средний вес;Цена за грамм; ; ; ; ; ; ; ; ; ; ; ; ; ; 
2021;9;Hypermarkets;Magenta;300-349G;75,75;1,03;1029;283;4;73,65;324,5;0,23;;;;;;;;;;;;;;
2021;9;Hypermarkets;Red;350-399G;45,79;0,29;288;36;8;158,78;374,5;0,42;;;;;;;;;;;;;;
2021;9;Hypermarkets;Cotton;400-599G;41,75;0,18;183;1;183;228,50;499,5;0,46;;;;;;;;;;;;;;
2021;9;Hypermarkets;Silver;400-599G;34,86;0,19;193;1;193;180,81;499,5;0,36;;;;;;;;;;;;;;
2021;9;Hypermarkets;Brown;<200G;33,54;0,50;499;81;6;67,24;200;0,34;;;;;;;;;;;;;;
2021;9;Hypermarkets;Brown;400-599G;0,45;0,00;3;2;1;166,40;499,5;0,33;;;;;;;;;;;;;;
2021;9;Minimarkets;Green;200-249G;1 767,31;25,50;25502;5795;4;69,30;224,5;0,31;;;;;;;;;;;;;;
2021;9;Minimarkets;Green;350-399G;6 535,29;68,10;68099;9782;7;95,97;374,5;0,26;;;;;;;;;;;;;;
2021;9;Minimarkets;Green;400-599G;417,72;2,77;2774;654;4;150,59;499,5;0,30;;;;;;;;;;;;;;
2021;9;Minimarkets;Green;600-899G;62,94;0,39;390;245;2;161,52;749,5;0,22;;;;;;;;;;;;;;
2021;9;Minimarkets;Blue;200-249G;41,97;0,31;308;33;9;136,12;224,5;0,61;;;;;;;;;;;;;;
2021;9;Minimarkets;Blue;400-599G;1 037,09;5,46;5464;811;7;189,82;499,5;0,38;;;;;;;;;;;;;;
2021;9;Minimarkets;Yellow;250-299G;17,01;0,27;270;124;2;62,99;274,5;0,23;;;;;;;;;;;;;;
2021;9;Minimarkets;Yellow;350-399G;736,02;14,33;14327;1442;10;51,37;374,5;0,14;;;;;;;;;;;;;;
2021;9;Minimarkets;Rosy;350-399G;171,66;2,41;2412;1468;2;71,16;374,5;0,19;;;;;;;;;;;;;;
2021;9;Minimarkets;Rosy;400-599G;342,31;5,21;5213;2666;2;65,67;499,5;0,13;;;;;;;;;;;;;;
2021;9;Minimarkets;White;<200G;414,71;4,54;4545;2241;2;91,25;200;0,46;;;;;;;;;;;;;;
2021;9;Minimarkets;Magenta;300-349G;240,02;2,59;2592;2551;1;92,60;324,5;0,29;;;;;;;;;;;;;;
2021;9;Minimarkets;Golden;350-399G;224,60;3,20;3200;1723;2;70,19;374,5;0,19;;;;;;;;;;;;;;
2021;9;Minimarkets;Black;200-249G;149,31;2,19;2186;899;2;68,31;224,5;0,30;;;;;;;;;;;;;;
2021;9;Minimarkets;Black;400-599G;35,98;0,43;428;321;1;84,17;499,5;0,17;;;;;;;;;;;;;;
2021;9;Minimarkets;Lilac;400-599G;183,72;2,04;2036;575;4;90,22;499,5;0,18;;;;;;;;;;;;;;
2021;9;Minimarkets;Snow;350-399G;68,77;1,72;1724;188;9;39,90;374,5;0,11;;;;;;;;;;;;;;
2021;9;Supermarkets;Green;200-249G;5 065,71;79,05;79053;11947;7;64,08;224,5;0,29;;;;;;;;;;;;;;
2021;9;Supermarkets;Green;350-399G;14 523,50;167,61;167606;17799;9;86,65;374,5;0,23;;;;;;;;;;;;;;
2021;9;Supermarkets;Green;400-599G;1 340,43;10,17;10174;711;14;131,75;499,5;0,26;;;;;;;;;;;;;;
2021;9;Supermarkets;Green;600-899G;2,60;0,01;13;3;4;206,35;749,5;0,28;;;;;;;;;;;;;;
2021;9;Supermarkets;Blue;200-249G;114,96;0,97;968;253;4;118,72;224,5;0,53;;;;;;;;;;;;;;
2021;9;Supermarkets;Blue;400-599G;7 067,48;37,52;37521;3877;10;188,36;499,5;0,38;;;;;;;;;;;;;;
2021;9;Supermarkets;Yellow;250-299G;39,27;0,63;630;266;2;62,37;274,5;0,23;;;;;;;;;;;;;;
2021;9;Supermarkets;Yellow;350-399G;2 370,89;43,51;43506;2118;21;54,50;374,5;0,15;;;;;;;;;;;;;;
2021;9;Supermarkets;Rosy;350-399G;471,93;6,07;6069;4266;1;77,76;374,5;0,21;;;;;;;;;;;;;;
2021;9;Supermarkets;Rosy;400-599G;458,49;7,05;7055;3616;2;64,99;499,5;0,13;;;;;;;;;;;;;;
2021;9;Supermarkets;White;<200G;676,66;7,33;7335;3594;2;92,26;200;0,46;;;;;;;;;;;;;;
2021;9;Supermarkets;Deep;<200G;388,65;1,31;1311;115;11;296,41;200;1,48;;;;;;;;;;;;;;
2021;9;Supermarkets;Deep;350-399G;4,97;0,01;12;5;2;432,36;374,5;1,15;;;;;;;;;;;;;;
2021;9;Supermarkets;Deep;400-599G;29,53;0,06;57;47;1;521,67;499,5;1,04;;;;;;;;;;;;;;
2021;9;Supermarkets;Red;350-399G;381,29;1,92;1924;1;1 924;198,13;374,5;0,53;;;;;;;;;;;;;;
2021;9;Supermarkets;Dim;<200G;0,77;0,00;2;3;1;365,35;200;1,83;;;;;;;;;;;;;;
2021;9;Supermarkets;Dim;350-399G;54,31;0,13;126;86;1;432,79;374,5;1,16;;;;;;;;;;;;;;
2021;9;Supermarkets;Dim;400-599G;228,47;0,40;404;131;3;566,09;499,5;1,13;;;;;;;;;;;;;;
2021;9;Supermarkets;Golden;350-399G;277,62;4,36;4361;2679;2;63,66;374,5;0,17;;;;;;;;;;;;;;
2021;9;Supermarkets;Magenta;300-349G;221,41;2,67;2671;2847;1;82,89;324,5;0,26;;;;;;;;;;;;;;
2021;10;Hypermarkets;Green;200-249G;838,32;13,77;13774;476;29;60,86;224,5;0,27;;;;;;;;;;;;;;
2021;10;Hypermarkets;Green;350-399G;6 333,93;74,20;74197;789;94;85,37;374,5;0,23;;;;;;;;;;;;;;
2021;10;Hypermarkets;Green;400-599G;2 967,55;23,33;23326;652;36;127,22;499,5;0,25;;;;;;;;;;;;;;
2021;10;Hypermarkets;Blue;200-249G;13,98;0,12;116;11;11;120,66;224,5;0,54;;;;;;;;;;;;;;
2021;10;Hypermarkets;Blue;400-599G;6 789,89;40,46;40457;721;56;167,83;499,5;0,34;;;;;;;;;;;;;;
2021;10;Hypermarkets;White;<200G;342,04;3,07;3068;196;16;111,48;200;0,56;;;;;;;;;;;;;;
2021;10;Hypermarkets;Orange;250-299G;12,09;0,05;50;15;3;244,25;274,5;0,89;;;;;;;;;;;;;;
2021;10;Hypermarkets;Orange;400-599G;170,33;1,37;1366;179;8;124,70;499,5;0,25;;;;;;;;;;;;;;
2021;10;Hypermarkets;Yellow;350-399G;170,16;2,08;2082;219;10;81,75;374,5;0,22;;;;;;;;;;;;;;
2021;10;Hypermarkets;Magenta;300-349G;89,08;0,85;849;253;3;104,92;324,5;0,32;;;;;;;;;;;;;;
2021;10;Hypermarkets;Red;350-399G;46,12;0,26;257;36;7;179,82;374,5;0,48;;;;;;;;;;;;;;
2021;10;Hypermarkets;Lime;400-599G;33,35;0,18;180;54;3;184,99;499,5;0,37;;;;;;;;;;;;;;
2021;10;Hypermarkets;Silver;400-599G;30,82;0,18;179;1;179;172,39;499,5;0,35;;;;;;;;;;;;;;
2021;10;Hypermarkets;Brown;<200G;25,00;0,41;407;1;407;61,46;200;0,31;;;;;;;;;;;;;;
2021;10;Hypermarkets;Brown;400-599G;0,06;0,00;0;1;0;144,05;499,5;0,29;;;;;;;;;;;;;;
2021;10;Minimarkets;Green;200-249G;2 459,42;38,18;38182;6176;6;64,41;224,5;0,29;;;;;;;;;;;;;;
2021;10;Minimarkets;Green;350-399G;7 416,65;85,81;85807;11542;7;86,43;374,5;0,23;;;;;;;;;;;;;;
2021;10;Minimarkets;Green;400-599G;266,12;1,72;1719;541;3;154,79;499,5;0,31;;;;;;;;;;;;;;
2021;10;Minimarkets;Green;600-899G;65,04;0,40;403;245;2;161,51;749,5;0,22;;;;;;;;;;;;;;
2021;10;Minimarkets;Blue;200-249G;10,97;0,08;83;31;3;132,65;224,5;0,59;;;;;;;;;;;;;;
2021;10;Minimarkets;Blue;400-599G;1 451,27;7,99;7987;1257;6;181,70;499,5;0,36;;;;;;;;;;;;;;
2021;10;Minimarkets;White;<200G;1 306,82;14,58;14578;3555;4;89,64;200;0,45;;;;;;;;;;;;;;
2021;10;Minimarkets;Yellow;250-299G;18,15;0,29;288;113;3;62,98;274,5;0,23;;;;;;;;;;;;;;
2021;10;Minimarkets;Yellow;350-399G;434,43;5,61;5614;1348;4;77,38;374,5;0,21;;;;;;;;;;;;;;
2021;10;Minimarkets;Rosy;350-399G;163,87;2,42;2415;1128;2;67,85;374,5;0,18;;;;;;;;;;;;;;
2021;10;Minimarkets;Rosy;400-599G;155,76;2,21;2206;1367;2;70,61;499,5;0,14;;;;;;;;;;;;;;
2021;10;Minimarkets;Lilac;400-599G;198,28;2,69;2686;686;4;73,83;499,5;0,15;;;;;;;;;;;;;;
2021;10;Minimarkets;Black;200-249G;156,29;2,19;2193;739;3;71,26;224,5;0,32;;;;;;;;;;;;;;
2021;10;Minimarkets;Black;400-599G;18,57;0,21;209;193;1;88,87;499,5;0,18;;;;;;;;;;;;;;
2021;10;Minimarkets;Magenta;300-349G;162,59;1,75;1748;1514;1;93,01;324,5;0,29;;;;;;;;;;;;;;
2021;10;Minimarkets;Golden;350-399G;140,60;1,88;1876;1215;2;74,94;374,5;0,20;;;;;;;;;;;;;;
2021;10;Minimarkets;Orange;250-299G;1,48;0,00;4;1;4;400,58;274,5;1,46;;;;;;;;;;;;;;
2021;10;Minimarkets;Orange;400-599G;67,06;0,56;557;1;557;120,48;499,5;0,24;;;;;;;;;;;;;;
2021;10;Supermarkets;Green;200-249G;7 484,28;126,63;126633;11784;11;59,10;224,5;0,26;;;;;;;;;;;;;;
2021;10;Supermarkets;Green;350-399G;15 760,81;188,81;188815;17949;11;83,47;374,5;0,22;;;;;;;;;;;;;;
2021;10;Supermarkets;Green;400-599G;1 051,79;7,16;7157;681;11;146,96;499,5;0,29;;;;;;;;;;;;;;
2021;10;Supermarkets;Green;600-899G;1,88;0,01;12;3;4;155,49;749,5;0,21;;;;;;;;;;;;;;
2021;10;Supermarkets;Blue;200-249G;112,17;1,00;1001;225;4;112,09;224,5;0,50;;;;;;;;;;;;;;
2021;10;Supermarkets;Blue;400-599G;9 577,52;55,96;55962;4222;13;171,14;499,5;0,34;;;;;;;;;;;;;;
2021;10;Supermarkets;White;<200G;2 101,85;23,24;23237;5351;4;90,45;200;0,45;;;;;;;;;;;;;;
2021;10;Supermarkets;Yellow;250-299G;44,77;0,71;712;268;3;62,92;274,5;0,23;;;;;;;;;;;;;;
2021;10;Supermarkets;Yellow;350-399G;1 156,39;14,68;14675;1877;8;78,80;374,5;0,21;;;;;;;;;;;;;;
2021;10;Supermarkets;Rosy;350-399G;595,80;8,63;8625;2973;3;69,08;374,5;0,18;;;;;;;;;;;;;;
2021;10;Supermarkets;Rosy;400-599G;275,09;3,80;3799;1927;2;72,42;499,5;0,14;;;;;;;;;;;;;;
2021;10;Supermarkets;Red;350-399G;449,28;2,10;2104;1;2 104;213,50;374,5;0,57;;;;;;;;;;;;;;
2021;10;Supermarkets;Deep;<200G;379,00;1,22;1216;117;10;311,62;200;1,56;;;;;;;;;;;;;;
2021;10;Supermarkets;Deep;350-399G;7,46;0,02;18;4;4;423,87;374,5;1,13;;;;;;;;;;;;;;
2021;10;Supermarkets;Deep;400-599G;23,81;0,05;47;36;1;509,86;499,5;1,02;;;;;;;;;;;;;;
2021;10;Supermarkets;Dim;<200G;1,27;0,00;3;1;3;489,87;200;2,45;;;;;;;;;;;;;;
2021;10;Supermarkets;Dim;350-399G;58,31;0,13;134;89;2;436,49;374,5;1,17;;;;;;;;;;;;;;
2021;10;Supermarkets;Dim;400-599G;283,69;0,52;523;89;6;542,02;499,5;1,09;;;;;;;;;;;;;;
2021;10;Supermarkets;Magenta;300-349G;235,04;2,78;2779;2418;1;84,56;324,5;0,26;;;;;;;;;;;;;;
2021;10;Supermarkets;Golden;350-399G;191,26;2,69;2687;1641;2;71,18;374,5;0,19;;;;;;;;;;;;;;
2021;11;Hypermarkets;Green;200-249G;632,66;9,35;9345;445;21;67,70;224,5;0,30;;;;;;;;;;;;;;
2021;11;Hypermarkets;Green;350-399G;4 733,23;49,51;49513;781;63;95,60;374,5;0,26;;;;;;;;;;;;;;
2021;11;Hypermarkets;Green;400-599G;5 155,98;48,86;48858;671;73;105,53;499,5;0,21;;;;;;;;;;;;;;
2021;11;Hypermarkets;Blue;200-249G;15,14;0,12;120;11;11;125,77;224,5;0,56;;;;;;;;;;;;;;
2021;11;Hypermarkets;Blue;400-599G;7 939,39;57,12;57123;766;75;138,99;499,5;0,28;;;;;;;;;;;;;;
2021;11;Hypermarkets;White;<200G;322,44;2,96;2959;196;15;108,98;200;0,54;;;;;;;;;;;;;;
2021;11;Hypermarkets;Orange;250-299G;8,83;0,03;30;15;2;296,27;274,5;1,08;;;;;;;;;;;;;;
2021;11;Hypermarkets;Orange;400-599G;180,08;1,27;1273;186;7;141,42;499,5;0,28;;;;;;;;;;;;;;
2021;11;Hypermarkets;Yellow;250-299G;0,50;0,01;8;2;4;60,11;274,5;0,22;;;;;;;;;;;;;;
2021;11;Hypermarkets;Yellow;350-399G;158,91;1,98;1976;188;11;80,41;374,5;0,21;;;;;;;;;;;;;;
2021;11;Hypermarkets;Red;350-399G;70,10;0,37;375;33;11;187,14;374,5;0,50;;;;;;;;;;;;;;
2021;11;Hypermarkets;Magenta;300-349G;69,38;0,68;683;235;3;101,52;324,5;0,31;;;;;;;;;;;;;;
2021;11;Hypermarkets;Cotton;400-599G;31,87;0,16;155;1;155;205,19;499,5;0,41;;;;;;;;;;;;;;
2021;11;Hypermarkets;Lime;400-599G;26,84;0,14;144;53;3;185,99;499,5;0,37;;;;;;;;;;;;;;
2021;11;Hypermarkets;Pink;<200G;25,92;0,15;152;64;2;170,95;200;0,85;;;;;;;;;;;;;;
2021;11;Hypermarkets;Pink;350-399G;0,07;0,00;1;2;0;99,46;374,5;0,27;;;;;;;;;;;;;;
2021;11;Minimarkets;Green;200-249G;1 862,53;26,68;26678;5924;5;69,82;224,5;0,31;;;;;;;;;;;;;;
2021;11;Minimarkets;Green;350-399G;6 276,65;65,96;65960;11158;6;95,16;374,5;0,25;;;;;;;;;;;;;;
2021;11;Minimarkets;Green;400-599G;303,86;1,95;1950;545;4;155,84;499,5;0,31;;;;;;;;;;;;;;
2021;11;Minimarkets;Green;600-899G;44,65;0,28;277;163;2;161,48;749,5;0,22;;;;;;;;;;;;;;
2021;11;Minimarkets;Blue;200-249G;3,12;0,03;27;8;3;116,83;224,5;0,52;;;;;;;;;;;;;;
2021;11;Minimarkets;Blue;400-599G;1 411,38;8,15;8155;1619;5;173,07;499,5;0,35;;;;;;;;;;;;;;
2021;11;Minimarkets;White;<200G;911,96;10,26;10259;3214;3;88,89;200;0,44;;;;;;;;;;;;;;
2021;11;Minimarkets;Yellow;250-299G;42,92;0,69;686;123;6;62,57;274,5;0,23;;;;;;;;;;;;;;
2021;11;Minimarkets;Yellow;350-399G;709,76;12,06;12064;1421;8;58,83;374,5;0,16;;;;;;;;;;;;;;
2021;11;Minimarkets;Rosy;350-399G;167,30;2,68;2677;788;3;62,50;374,5;0,17;;;;;;;;;;;;;;
2021;11;Minimarkets;Rosy;400-599G;91,37;1,29;1291;1112;1;70,77;499,5;0,14;;;;;;;;;;;;;;
2021;11;Minimarkets;Magenta;300-349G;170,22;1,94;1939;1671;1;87,81;324,5;0,27;;;;;;;;;;;;;;
2021;11;Minimarkets;Black;200-249G;141,78;2,06;2057;673;3;68,91;224,5;0,31;;;;;;;;;;;;;;
2021;11;Minimarkets;Black;400-599G;9,83;0,11;111;111;1;88,50;499,5;0,18;;;;;;;;;;;;;;
2021;11;Minimarkets;Lilac;400-599G;150,48;2,08;2080;661;3;72,33;499,5;0,14;;;;;;;;;;;;;;
2021;11;Minimarkets;Golden;350-399G;116,17;1,64;1644;1177;1;70,67;374,5;0,19;;;;;;;;;;;;;;
2021;11;Minimarkets;Red;350-399G;103,76;0,52;521;1;521;199,16;374,5;0,53;;;;;;;;;;;;;;
2021;11;Supermarkets;Green;200-249G;5 751,85;91,03;91028;11319;8;63,19;224,5;0,28;;;;;;;;;;;;;;
2021;11;Supermarkets;Green;350-399G;13 843,01;148,53;148525;17986;8;93,20;374,5;0,25;;;;;;;;;;;;;;
2021;11;Supermarkets;Green;400-599G;1 613,78;13,12;13124;721;18;122,96;499,5;0,25;;;;;;;;;;;;;;
2021;11;Supermarkets;Green;600-899G;1,82;0,01;12;3;4;156,78;749,5;0,21;;;;;;;;;;;;;;
2021;11;Supermarkets;Blue;200-249G;116,19;0,99;991;252;4;117,21;224,5;0,52;;;;;;;;;;;;;;
2021;11;Supermarkets;Blue;400-599G;8 723,81;49,35;49349;4651;11;176,78;499,5;0,35;;;;;;;;;;;;;;
2021;11;Supermarkets;Yellow;250-299G;94,16;1,50;1502;299;5;62,69;274,5;0,23;;;;;;;;;;;;;;
2021;11;Supermarkets;Yellow;350-399G;1 961,30;31,19;31194;1922;16;62,87;374,5;0,17;;;;;;;;;;;;;;
2021;11;Supermarkets;White;<200G;1 503,00;16,48;16482;4821;3;91,19;200;0,46;;;;;;;;;;;;;;
2021;11;Supermarkets;Rosy;350-399G;479,59;8,08;8077;2321;3;59,38;374,5;0,16;;;;;;;;;;;;;;
2021;11;Supermarkets;Rosy;400-599G;119,79;1,71;1714;1212;1;69,88;499,5;0,14;;;;;;;;;;;;;;
2021;11;Supermarkets;Red;350-399G;378,37;1,83;1827;1;1 827;207,10;374,5;0,55;;;;;;;;;;;;;;
2021;11;Supermarkets;Deep;<200G;321,77;1,07;1068;118;9;301,37;200;1,51;;;;;;;;;;;;;;
2021;11;Supermarkets;Deep;350-399G;7,17;0,02;17;5;3;426,82;374,5;1,14;;;;;;;;;;;;;;
2021;11;Supermarkets;Deep;400-599G;24,18;0,05;47;39;1;518,96;499,5;1,04;;;;;;;;;;;;;;
2021;11;Supermarkets;Magenta;300-349G;311,61;3,85;3850;2984;1;80,94;324,5;0,25;;;;;;;;;;;;;;
2021;11;Supermarkets;Orange;250-299G;119,62;0,31;313;1;313;381,79;274,5;1,39;;;;;;;;;;;;;;
2021;11;Supermarkets;Orange;300-349G;0,53;0,00;2;1;2;329,09;324,5;1,01;;;;;;;;;;;;;;
2021;11;Supermarkets;Orange;400-599G;150,34;1,10;1101;1;1 101;136,59;499,5;0,27;;;;;;;;;;;;;;
2021;11;Supermarkets;Beige;200-249G;139,09;0,28;278;1;278;500,85;224,5;2,23;;;;;;;;;;;;;;
2021;11;Supermarkets;Beige;350-399G;129,40;0,26;256;1;256;506,06;374,5;1,35;;;;;;;;;;;;;;
2021;12;Hypermarkets;Green;200-249G;584,44;8,29;8287;484;17;70,52;224,5;0,31;;;;;;;;;;;;;;
2021;12;Hypermarkets;Green;350-399G;5 261,90;58,93;58927;782;75;89,30;374,5;0,24;;;;;;;;;;;;;;
2021;12;Hypermarkets;Green;400-599G;4 483,31;40,07;40069;666;60;111,89;499,5;0,22;;;;;;;;;;;;;;
2021;12;Hypermarkets;Blue;200-249G;15,57;0,13;126;11;11;123,54;224,5;0,55;;;;;;;;;;;;;;
2021;12;Hypermarkets;Blue;400-599G;7 688,32;48,53;48532;766;63;158,42;499,5;0,32;;;;;;;;;;;;;;
2021;12;Hypermarkets;White;<200G;325,02;3,01;3014;211;14;107,83;200;0,54;;;;;;;;;;;;;;
2021;12;Hypermarkets;Orange;250-299G;10,42;0,04;37;13;3;278,73;274,5;1,02;;;;;;;;;;;;;;
2021;12;Hypermarkets;Orange;400-599G;191,53;1,38;1381;195;7;138,69;499,5;0,28;;;;;;;;;;;;;;
2021;12;Hypermarkets;Yellow;250-299G;0,40;0,01;7;2;4;56,86;274,5;0,21;;;;;;;;;;;;;;
2021;12;Hypermarkets;Yellow;350-399G;129,88;1,58;1580;175;9;82,22;374,5;0,22;;;;;;;;;;;;;;
2021;12;Hypermarkets;Red;350-399G;127,89;0,76;760;35;22;168,30;374,5;0,45;;;;;;;;;;;;;;
2021;12;Hypermarkets;Magenta;300-349G;63,07;0,59;587;234;3;107,49;324,5;0,33;;;;;;;;;;;;;;
2021;12;Hypermarkets;Cotton;400-599G;61,49;0,38;382;1;382;161,10;499,5;0,32;;;;;;;;;;;;;;
2021;12;Hypermarkets;Purple;400-599G;36,02;0,18;183;118;2;197,16;499,5;0,39;;;;;;;;;;;;;;
2021;12;Hypermarkets;Pink;<200G;33,21;0,19;195;74;3;170,42;200;0,85;;;;;;;;;;;;;;
2021;12;Hypermarkets;Pink;350-399G;0,09;0,00;1;2;0;123,05;374,5;0,33;;;;;;;;;;;;;;
2021;12;Minimarkets;Green;200-249G;1 831,47;26,84;26838;5837;5;68,24;224,5;0,30;;;;;;;;;;;;;;
2021;12;Minimarkets;Green;350-399G;6 746,23;69,71;69710;11271;6;96,78;374,5;0,26;;;;;;;;;;;;;;
2021;12;Minimarkets;Green;400-599G;346,24;2,27;2271;616;4;152,48;499,5;0,31;;;;;;;;;;;;;;
2021;12;Minimarkets;Green;600-899G;46,14;0,29;286;163;2;161,54;749,5;0,22;;;;;;;;;;;;;;
2021;12;Minimarkets;Blue;200-249G;9,83;0,06;65;19;3;152,15;224,5;0,68;;;;;;;;;;;;;;
2021;12;Minimarkets;Blue;400-599G;1 308,78;7,19;7189;1638;4;182,05;499,5;0,36;;;;;;;;;;;;;;
2021;12;Minimarkets;White;<200G;785,24;9,22;9216;3127;3;85,20;200;0,43;;;;;;;;;;;;;;
2021;12;Minimarkets;Yellow;250-299G;58,98;1,02;1021;151;7;57,77;274,5;0,21;;;;;;;;;;;;;;
2021;12;Minimarkets;Yellow;350-399G;606,25;10,05;10049;1359;7;60,33;374,5;0,16;;;;;;;;;;;;;;
2021;12;Minimarkets;Rosy;350-399G;171,53;2,36;2361;785;3;72,65;374,5;0,19;;;;;;;;;;;;;;
2021;12;Minimarkets;Rosy;400-599G;55,38;0,70;697;418;2;79,51;499,5;0,16;;;;;;;;;;;;;;
2021;12;Minimarkets;Magenta;300-349G;177,16;1,95;1946;1542;1;91,06;324,5;0,28;;;;;;;;;;;;;;
2021;12;Minimarkets;Black;200-249G;134,08;1,92;1918;623;3;69,89;224,5;0,31;;;;;;;;;;;;;;
2021;12;Minimarkets;Black;400-599G;7,75;0,09;89;134;1;87,42;499,5;0,18;;;;;;;;;;;;;;
2021;12;Minimarkets;Red;350-399G;133,36;0,66;665;1;665;200,63;374,5;0,54;;;;;;;;;;;;;;
2021;12;Minimarkets;Snow;350-399G;121,58;2,48;2475;429;6;49,12;374,5;0,13;;;;;;;;;;;;;;
2021;12;Minimarkets;Golden;350-399G;108,67;1,68;1684;956;2;64,52;374,5;0,17;;;;;;;;;;;;;;
2021;12;Supermarkets;Green;200-249G;5 816,40;92,25;92249;12128;8;63,05;224,5;0,28;;;;;;;;;;;;;;
2021;12;Supermarkets;Green;350-399G;14 410,53;158,17;158171;17751;9;91,11;374,5;0,24;;;;;;;;;;;;;;
2021;12;Supermarkets;Green;400-599G;1 260,91;9,20;9202;714;13;137,02;499,5;0,27;;;;;;;;;;;;;;
2021;12;Supermarkets;Green;600-899G;1,79;0,01;9;3;3;205,88;749,5;0,27;;;;;;;;;;;;;;
2021;12;Supermarkets;Blue;200-249G;160,20;1,39;1388;278;5;115,41;224,5;0,51;;;;;;;;;;;;;;
2021;12;Supermarkets;Blue;400-599G;7 508,40;38,95;38948;4678;8;192,78;499,5;0,39;;;;;;;;;;;;;;
2021;12;Supermarkets;Yellow;250-299G;122,27;2,03;2028;312;7;60,29;274,5;0,22;;;;;;;;;;;;;;
2021;12;Supermarkets;Yellow;350-399G;1 349,54;19,93;19925;1769;11;67,73;374,5;0,18;;;;;;;;;;;;;;
2021;12;Supermarkets;White;<200G;1 470,94;17,07;17067;4837;4;86,19;200;0,43;;;;;;;;;;;;;;
2021;12;Supermarkets;Deep;<200G;385,36;1,30;1304;115;11;295,43;200;1,48;;;;;;;;;;;;;;
2021;12;Supermarkets;Deep;350-399G;8,77;0,02;20;6;3;436,48;374,5;1,17;;;;;;;;;;;;;;
2021;12;Supermarkets;Deep;400-599G;28,91;0,06;55;44;1;524,72;499,5;1,05;;;;;;;;;;;;;;
2021;12;Supermarkets;Rosy;350-399G;303,54;3,53;3526;1857;2;86,08;374,5;0,23;;;;;;;;;;;;;;
2021;12;Supermarkets;Rosy;400-599G;45,06;0,58;584;483;1;77,21;499,5;0,15;;;;;;;;;;;;;;
2021;12;Supermarkets;Magenta;300-349G;309,04;3,57;3566;2941;1;86,68;324,5;0,27;;;;;;;;;;;;;;
2021;12;Supermarkets;Red;350-399G;266,46;1,34;1341;1;1 341;198,70;374,5;0,53;;;;;;;;;;;;;;
2021;12;Supermarkets;Dim;<200G;1,65;0,00;3;1;3;500,31;200;2,50;;;;;;;;;;;;;;
2021;12;Supermarkets;Dim;350-399G;49,40;0,10;104;1;104;475,02;374,5;1,27;;;;;;;;;;;;;;
2021;12;Supermarkets;Dim;400-599G;154,51;0,28;276;1;276;559,43;499,5;1,12;;;;;;;;;;;;;;
2021;12;Supermarkets;Orange;250-299G;14,95;0,04;39;1;39;382,44;274,5;1,39;;;;;;;;;;;;;;
2021;12;Supermarkets;Orange;300-349G;0,96;0,00;3;1;3;309,95;324,5;0,96;;;;;;;;;;;;;;
2021;12;Supermarkets;Orange;400-599G;173,68;1,44;1445;1;1 445;120,20;499,5;0,24;;;;;;;;;;;;;;
2021;1;Hypermarkets;Green;100-199G;2 078,58;31,18;31182;511;61;66,66;149,5;0,45;;;;;;;;;;;;;;
2021;1;Minimarkets;Green;100-199G;1 233,56;18,02;18019;1755;10;68,46;149,5;0,46;;;;;;;;;;;;;;
2021;1;Supermarkets;Green;100-199G;1 891,46;26,23;26234;2138;12;72,10;149,5;0,48;;;;;;;;;;;;;;
2021;2;Hypermarkets;Green;100-199G;1 726,98;27,54;27544;549;50;62,70;149,5;0,42;;;;;;;;;;;;;;
2021;2;Minimarkets;Green;100-199G;999,13;15,21;15209;1941;8;65,69;149,5;0,44;;;;;;;;;;;;;;
2021;2;Supermarkets;Green;100-199G;1 653,58;23,49;23490;1923;12;70,39;149,5;0,47;;;;;;;;;;;;;;
2021;3;Hypermarkets;Green;100-199G;1 670,22;24,97;24971;543;46;66,89;149,5;0,45;;;;;;;;;;;;;;
2021;3;Minimarkets;Green;100-199G;876,25;14,61;14611;1735;8;59,97;149,5;0,40;;;;;;;;;;;;;;
2021;3;Supermarkets;Green;100-199G;1 287,24;18,25;18247;1862;10;70,54;149,5;0,47;;;;;;;;;;;;;;
2021;4;Hypermarkets;Green;100-199G;1 358,94;19,31;19313;543;36;70,36;149,5;0,47;;;;;;;;;;;;;;
2021;4;Minimarkets;Green;100-199G;759,39;9,38;9377;1389;7;80,98;149,5;0,54;;;;;;;;;;;;;;
2021;4;Supermarkets;Green;100-199G;2 991,21;62,71;62709;1647;38;47,70;149,5;0,32;;;;;;;;;;;;;;
2021;5;Hypermarkets;Green;100-199G;1 451,14;22,62;22617;539;42;64,16;149,5;0,43;;;;;;;;;;;;;;
2021;5;Minimarkets;Green;100-199G;751,66;8,86;8864;1521;6;84,80;149,5;0,57;;;;;;;;;;;;;;
2021;5;Supermarkets;Green;100-199G;1 321,72;17,62;17622;1773;10;75,01;149,5;0,50;;;;;;;;;;;;;;
2021;6;Hypermarkets;Green;100-199G;1 271,75;20,15;20148;588;34;63,12;149,5;0,42;;;;;;;;;;;;;;
2021;6;Minimarkets;Green;100-199G;1 119,43;15,70;15703;1986;8;71,29;149,5;0,48;;;;;;;;;;;;;;
