Год;Месяц;Канал;Бренд;Диапазон веса;Сумма (в 1000);Штуки (в 1000 шт);Штуки (в шт);Точки;Офтейк (штук на точку);Цена за штуку;Средний вес;Цена за грамм; ; ; ; ; ; ; ; ; ; ; ; ; ; 
2021;4;Supermarkets;Dim;<200G;0,33;0,00;1;1;1;471,72;200;2,36;;;;;;;;;;;;;;
2021;4;Supermarkets;Dim;350-399G;38,52;0,08;84;1;84;460,16;374,5;1,23;;;;;;;;;;;;;;
2021;4;Supermarkets;Dim;400-599G;191,17;0,33;328;1;328;583,00;499,5;1,17;;;;;;;;;;;;;;
2021;4;Supermarkets;Moderate;350-399G;213,33;1,15;1154;116;10;184,81;374,5;0,49;;;;;;;;;;;;;;
2021;4;Supermarkets;Beige;200-249G;83,73;0,17;167;1;167;501,08;224,5;2,23;;;;;;;;;;;;;;
2021;4;Supermarkets;Beige;350-399G;124,69;0,24;244;1;244;510,80;374,5;1,36;;;;;;;;;;;;;;
2021;5;Hypermarkets;Green;200-249G;911,41;13,56;13558;558;24;67,23;224,5;0,30;;;;;;;;;;;;;;
2021;5;Hypermarkets;Green;350-399G;4 885,22;47,72;47719;788;61;102,38;374,5;0,27;;;;;;;;;;;;;;
2021;5;Hypermarkets;Green;400-599G;4 601,93;44,89;44885;573;78;102,53;499,5;0,21;;;;;;;;;;;;;;
2021;5;Hypermarkets;Blue;200-249G;10,91;0,09;87;9;10;124,79;224,5;0,56;;;;;;;;;;;;;;
2021;5;Hypermarkets;Blue;400-599G;5 422,18;30,94;30938;645;48;175,26;499,5;0,35;;;;;;;;;;;;;;
2021;5;Hypermarkets;White;<200G;266,13;2,43;2435;98;25;109,31;200;0,55;;;;;;;;;;;;;;
2021;5;Hypermarkets;Yellow;350-399G;254,34;3,01;3008;229;13;84,54;374,5;0,23;;;;;;;;;;;;;;
2021;5;Hypermarkets;Black;200-249G;82,65;1,24;1245;215;6;66,41;224,5;0,30;;;;;;;;;;;;;;
2021;5;Hypermarkets;Black;400-599G;98,16;1,37;1368;85;16;71,76;499,5;0,14;;;;;;;;;;;;;;
2021;5;Hypermarkets;Purple;400-599G;168,19;1,07;1068;217;5;157,48;499,5;0,32;;;;;;;;;;;;;;
2021;5;Hypermarkets;Orange;250-299G;14,37;0,04;45;16;3;322,98;274,5;1,18;;;;;;;;;;;;;;
2021;5;Hypermarkets;Orange;400-599G;149,29;1,16;1158;164;7;128,96;499,5;0,26;;;;;;;;;;;;;;
2021;5;Hypermarkets;Red;350-399G;75,00;0,43;429;46;9;174,74;374,5;0,47;;;;;;;;;;;;;;
2021;5;Hypermarkets;Golden;350-399G;73,45;1,19;1192;117;10;61,63;374,5;0,16;;;;;;;;;;;;;;
2021;5;Hypermarkets;Lime;400-599G;44,39;0,25;254;1;254;174,92;499,5;0,35;;;;;;;;;;;;;;
2021;5;Minimarkets;Green;200-249G;3 091,48;50,34;50336;7285;7;61,42;224,5;0,27;;;;;;;;;;;;;;
2021;5;Minimarkets;Green;350-399G;4 930,20;47,70;47702;8658;6;103,35;374,5;0,28;;;;;;;;;;;;;;
2021;5;Minimarkets;Green;400-599G;627,31;4,34;4345;566;8;144,39;499,5;0,29;;;;;;;;;;;;;;
2021;5;Minimarkets;Green;600-899G;61,92;0,38;383;173;2;161,51;749,5;0,22;;;;;;;;;;;;;;
2021;5;Minimarkets;Blue;200-249G;1,59;0,01;12;8;2;131,48;224,5;0,59;;;;;;;;;;;;;;
2021;5;Minimarkets;Blue;400-599G;1 154,48;5,92;5922;914;6;194,95;499,5;0,39;;;;;;;;;;;;;;
2021;5;Minimarkets;Yellow;350-399G;729,86;11,40;11399;1552;7;64,03;374,5;0,17;;;;;;;;;;;;;;
2021;5;Minimarkets;Rosy;350-399G;616,16;9,29;9289;2251;4;66,33;374,5;0,18;;;;;;;;;;;;;;
2021;5;Minimarkets;Rosy;400-599G;8,51;0,09;89;138;1;95,35;499,5;0,19;;;;;;;;;;;;;;
2021;5;Minimarkets;Golden;350-399G;530,80;8,74;8739;2725;3;60,74;374,5;0,16;;;;;;;;;;;;;;
2021;5;Minimarkets;Black;200-249G;281,72;4,16;4165;1325;3;67,65;224,5;0,30;;;;;;;;;;;;;;
2021;5;Minimarkets;Black;400-599G;87,10;1,01;1012;386;3;86,09;499,5;0,17;;;;;;;;;;;;;;
2021;5;Minimarkets;Magenta;300-349G;334,69;3,89;3891;3511;1;86,02;324,5;0,27;;;;;;;;;;;;;;
2021;5;Minimarkets;White;<200G;136,56;1,53;1526;212;7;89,48;200;0,45;;;;;;;;;;;;;;
2021;5;Minimarkets;Red;350-399G;111,21;0,67;671;271;2;165,84;374,5;0,44;;;;;;;;;;;;;;
2021;5;Minimarkets;Lilac;400-599G;91,03;1,07;1073;1;1 073;84,86;499,5;0,17;;;;;;;;;;;;;;
2021;5;Supermarkets;Green;200-249G;7 220,07;135,34;135336;11852;11;53,35;224,5;0,24;;;;;;;;;;;;;;
2021;5;Supermarkets;Green;350-399G;9 661,27;94,34;94342;15176;6;102,41;374,5;0,27;;;;;;;;;;;;;;
2021;5;Supermarkets;Green;400-599G;1 042,00;7,82;7816;585;13;133,32;499,5;0,27;;;;;;;;;;;;;;
2021;5;Supermarkets;Green;600-899G;0,87;0,00;4;2;2;206,26;749,5;0,28;;;;;;;;;;;;;;
2021;5;Supermarkets;Blue;200-249G;111,54;1,01;1008;249;4;110,67;224,5;0,49;;;;;;;;;;;;;;
2021;5;Supermarkets;Blue;400-599G;7 424,95;39,34;39336;1844;21;188,76;499,5;0,38;;;;;;;;;;;;;;
2021;5;Supermarkets;Rosy;350-399G;2 329,21;34,93;34929;7585;5;66,68;374,5;0,18;;;;;;;;;;;;;;
2021;5;Supermarkets;Rosy;400-599G;5,00;0,04;44;72;1;113,62;499,5;0,23;;;;;;;;;;;;;;
2021;5;Supermarkets;Yellow;350-399G;1 515,28;21,74;21740;1671;13;69,70;374,5;0,19;;;;;;;;;;;;;;
2021;5;Supermarkets;Golden;350-399G;829,93;13,68;13683;4261;3;60,66;374,5;0,16;;;;;;;;;;;;;;
2021;5;Supermarkets;Black;200-249G;60,75;1,92;1920;247;8;31,64;224,5;0,14;;;;;;;;;;;;;;
2021;5;Supermarkets;Black;400-599G;432,96;4,58;4582;1413;3;94,49;499,5;0,19;;;;;;;;;;;;;;
2021;5;Supermarkets;Magenta;300-349G;411,48;4,80;4796;3969;1;85,79;324,5;0,26;;;;;;;;;;;;;;
2021;5;Supermarkets;Deep;<200G;382,60;1,29;1294;113;11;295,74;200;1,48;;;;;;;;;;;;;;
2021;5;Supermarkets;Deep;350-399G;4,81;0,01;11;4;3;425,24;374,5;1,14;;;;;;;;;;;;;;
2021;5;Supermarkets;Deep;400-599G;24,56;0,05;49;44;1;498,23;499,5;1,00;;;;;;;;;;;;;;
2021;5;Supermarkets;Red;350-399G;316,40;1,67;1667;287;6;189,83;374,5;0,51;;;;;;;;;;;;;;
2021;5;Supermarkets;Dim;350-399G;39,23;0,09;85;1;85;459,92;374,5;1,23;;;;;;;;;;;;;;
2021;5;Supermarkets;Dim;400-599G;222,56;0,40;398;1;398;559,20;499,5;1,12;;;;;;;;;;;;;;
2021;6;Hypermarkets;Green;200-249G;916,59;14,49;14489;553;26;63,26;224,5;0,28;;;;;;;;;;;;;;
2021;6;Hypermarkets;Green;350-399G;4 782,54;48,46;48459;787;62;98,69;374,5;0,26;;;;;;;;;;;;;;
2021;6;Hypermarkets;Green;400-599G;2 572,26;22,41;22411;591;38;114,78;499,5;0,23;;;;;;;;;;;;;;
2021;6;Hypermarkets;Blue;200-249G;10,52;0,09;85;11;8;123,77;224,5;0,55;;;;;;;;;;;;;;
2021;6;Hypermarkets;Blue;400-599G;4 729,63;27,61;27609;654;42;171,31;499,5;0,34;;;;;;;;;;;;;;
2021;6;Hypermarkets;White;<200G;271,40;2,42;2422;99;24;112,05;200;0,56;;;;;;;;;;;;;;
2021;6;Hypermarkets;Yellow;350-399G;230,72;2,80;2801;236;12;82,37;374,5;0,22;;;;;;;;;;;;;;
2021;6;Hypermarkets;Orange;250-299G;10,52;0,03;32;15;2;324,75;274,5;1,18;;;;;;;;;;;;;;
2021;6;Hypermarkets;Orange;400-599G;132,09;1,02;1024;171;6;128,99;499,5;0,26;;;;;;;;;;;;;;
2021;6;Hypermarkets;Black;200-249G;67,87;0,96;964;149;6;70,38;224,5;0,31;;;;;;;;;;;;;;
2021;6;Hypermarkets;Black;400-599G;59,06;0,72;719;68;11;82,16;499,5;0,16;;;;;;;;;;;;;;
2021;6;Hypermarkets;Red;350-399G;97,75;0,56;563;1;563;173,77;374,5;0,46;;;;;;;;;;;;;;
2021;6;Hypermarkets;Purple;400-599G;88,24;0,68;682;175;4;129,34;499,5;0,26;;;;;;;;;;;;;;
2021;6;Hypermarkets;Golden;350-399G;79,55;1,38;1384;118;12;57,48;374,5;0,15;;;;;;;;;;;;;;
2021;6;Hypermarkets;Rosy;350-399G;9,60;0,13;127;18;7;75,55;374,5;0,20;;;;;;;;;;;;;;
2021;6;Hypermarkets;Rosy;400-599G;49,93;0,67;668;118;6;74,76;499,5;0,15;;;;;;;;;;;;;;
2021;6;Minimarkets;Green;200-249G;3 039,19;48,83;48830;6761;7;62,24;224,5;0,28;;;;;;;;;;;;;;
2021;6;Minimarkets;Green;350-399G;4 352,49;41,10;41098;7647;5;105,91;374,5;0,28;;;;;;;;;;;;;;
2021;6;Minimarkets;Green;400-599G;331,19;2,36;2357;514;5;140,51;499,5;0,28;;;;;;;;;;;;;;
2021;6;Minimarkets;Green;600-899G;56,56;0,35;350;163;2;161,51;749,5;0,22;;;;;;;;;;;;;;
2021;6;Minimarkets;Blue;200-249G;1,93;0,02;17;9;2;111,94;224,5;0,50;;;;;;;;;;;;;;
2021;6;Minimarkets;Blue;400-599G;1 062,61;5,18;5181;813;6;205,08;499,5;0,41;;;;;;;;;;;;;;
2021;6;Minimarkets;Rosy;350-399G;371,37;5,64;5643;2335;2;65,81;374,5;0,18;;;;;;;;;;;;;;
2021;6;Minimarkets;Rosy;400-599G;395,90;5,30;5298;2479;2;74,73;499,5;0,15;;;;;;;;;;;;;;
2021;6;Minimarkets;Yellow;350-399G;684,57;12,12;12115;1387;9;56,51;374,5;0,15;;;;;;;;;;;;;;
2021;6;Minimarkets;Golden;350-399G;522,37;9,10;9099;3345;3;57,41;374,5;0,15;;;;;;;;;;;;;;
2021;6;Minimarkets;Black;200-249G;315,50;4,68;4676;1483;3;67,48;224,5;0,30;;;;;;;;;;;;;;
2021;6;Minimarkets;Black;400-599G;75,85;0,63;627;279;2;121,00;499,5;0,24;;;;;;;;;;;;;;
2021;6;Minimarkets;Magenta;300-349G;271,43;3,73;3728;3378;1;72,80;324,5;0,22;;;;;;;;;;;;;;
2021;6;Minimarkets;Lilac;400-599G;152,94;1,62;1623;1;1 623;94,26;499,5;0,19;;;;;;;;;;;;;;
2021;6;Minimarkets;White;<200G;133,87;1,47;1466;243;6;91,34;200;0,46;;;;;;;;;;;;;;
2021;6;Minimarkets;Red;350-399G;94,43;0,58;576;265;2;163,83;374,5;0,44;;;;;;;;;;;;;;
2021;6;Supermarkets;Green;200-249G;7 248,97;122,94;122940;12121;10;58,96;224,5;0,26;;;;;;;;;;;;;;
2021;6;Supermarkets;Green;350-399G;9 724,90;99,06;99056;13797;7;98,18;374,5;0,26;;;;;;;;;;;;;;
2021;6;Supermarkets;Green;400-599G;784,02;5,21;5213;641;8;150,40;499,5;0,30;;;;;;;;;;;;;;
2021;6;Supermarkets;Green;600-899G;2,37;0,01;12;4;3;206,45;749,5;0,28;;;;;;;;;;;;;;
2021;6;Supermarkets;Blue;200-249G;114,79;1,03;1027;281;4;111,81;224,5;0,50;;;;;;;;;;;;;;
2021;6;Supermarkets;Blue;400-599G;4 603,98;20,51;20508;1767;12;224,50;499,5;0,45;;;;;;;;;;;;;;
2021;6;Supermarkets;Rosy;350-399G;1 369,14;20,60;20603;7311;3;66,45;374,5;0,18;;;;;;;;;;;;;;
2021;6;Supermarkets;Rosy;400-599G;844,11;11,26;11262;4154;3;74,95;499,5;0,15;;;;;;;;;;;;;;
2021;6;Supermarkets;Yellow;350-399G;1 193,71;17,86;17859;1676;11;66,84;374,5;0,18;;;;;;;;;;;;;;
2021;6;Supermarkets;Golden;350-399G;960,91;17,65;17653;5559;3;54,43;374,5;0,15;;;;;;;;;;;;;;
2021;6;Supermarkets;Deep;<200G;441,06;1,41;1406;117;12;313,81;200;1,57;;;;;;;;;;;;;;
2021;6;Supermarkets;Deep;350-399G;7,45;0,02;18;5;4;423,57;374,5;1,13;;;;;;;;;;;;;;
2021;6;Supermarkets;Deep;400-599G;25,82;0,05;50;44;1;514,32;499,5;1,03;;;;;;;;;;;;;;
2021;6;Supermarkets;Black;200-249G;54,75;1,26;1259;356;4;43,50;224,5;0,19;;;;;;;;;;;;;;
2021;6;Supermarkets;Black;400-599G;304,73;2,83;2826;1133;2;107,82;499,5;0,22;;;;;;;;;;;;;;
2021;6;Supermarkets;Magenta;300-349G;345,88;4,56;4563;4111;1;75,80;324,5;0,23;;;;;;;;;;;;;;
2021;6;Supermarkets;Red;350-399G;318,98;1,61;1614;176;9;197,66;374,5;0,53;;;;;;;;;;;;;;
2021;6;Supermarkets;Cream;250-299G;183,33;0,50;499;1;499;367,25;274,5;1,34;;;;;;;;;;;;;;
2021;6;Supermarkets;Cream;400-599G;87,98;0,17;166;1;166;528,75;499,5;1,06;;;;;;;;;;;;;;
2021;7;Hypermarkets;Green;200-249G;898,67;14,43;14434;553;26;62,26;224,5;0,28;;;;;;;;;;;;;;
2021;7;Hypermarkets;Green;350-399G;4 814,73;50,37;50369;782;64;95,59;374,5;0,26;;;;;;;;;;;;;;
2021;7;Hypermarkets;Green;400-599G;3 543,02;28,88;28878;676;43;122,69;499,5;0,25;;;;;;;;;;;;;;
2021;7;Hypermarkets;Blue;200-249G;10,55;0,08;82;11;7;128,31;224,5;0,57;;;;;;;;;;;;;;
2021;7;Hypermarkets;Blue;400-599G;5 644,69;31,15;31149;754;41;181,22;499,5;0,36;;;;;;;;;;;;;;
2021;7;Hypermarkets;White;<200G;276,89;2,48;2484;111;22;111,48;200;0,56;;;;;;;;;;;;;;
2021;7;Hypermarkets;Yellow;350-399G;238,60;2,86;2861;234;12;83,40;374,5;0,22;;;;;;;;;;;;;;
2021;7;Hypermarkets;Orange;250-299G;17,31;0,07;68;19;4;254,18;274,5;0,93;;;;;;;;;;;;;;
2021;7;Hypermarkets;Orange;400-599G;137,12;1,06;1064;171;6;128,93;499,5;0,26;;;;;;;;;;;;;;
2021;7;Hypermarkets;Magenta;300-349G;141,87;1,77;1773;369;5;80,03;324,5;0,25;;;;;;;;;;;;;;
2021;7;Hypermarkets;Red;350-399G;94,28;0,72;724;1;724;130,22;374,5;0,35;;;;;;;;;;;;;;
2021;7;Hypermarkets;Black;200-249G;36,61;0,57;567;83;7;64,52;224,5;0,29;;;;;;;;;;;;;;
2021;7;Hypermarkets;Black;400-599G;51,05;0,52;520;66;8;98,15;499,5;0,20;;;;;;;;;;;;;;
2021;7;Hypermarkets;Rosy;350-399G;18,51;0,25;249;37;7;74,24;374,5;0,20;;;;;;;;;;;;;;
2021;7;Hypermarkets;Rosy;400-599G;66,56;1,09;1094;119;9;60,82;499,5;0,12;;;;;;;;;;;;;;
2021;7;Hypermarkets;Golden;350-399G;60,19;1,10;1102;113;10;54,64;374,5;0,15;;;;;;;;;;;;;;
2021;7;Minimarkets;Green;200-249G;3 221,26;54,08;54075;7112;8;59,57;224,5;0,27;;;;;;;;;;;;;;
2021;7;Minimarkets;Green;350-399G;4 884,35;48,97;48973;9129;5;99,74;374,5;0,27;;;;;;;;;;;;;;
2021;7;Minimarkets;Green;400-599G;361,06;2,40;2396;516;5;150,67;499,5;0,30;;;;;;;;;;;;;;
2021;7;Minimarkets;Green;600-899G;65,04;0,40;403;245;2;161,51;749,5;0,22;;;;;;;;;;;;;;
2021;7;Minimarkets;Blue;200-249G;1,65;0,01;13;7;2;130,88;224,5;0,58;;;;;;;;;;;;;;
2021;7;Minimarkets;Blue;400-599G;1 229,61;6,27;6270;914;7;196,10;499,5;0,39;;;;;;;;;;;;;;
2021;7;Minimarkets;Rosy;350-399G;253,93;3,19;3195;1785;2;79,48;374,5;0,21;;;;;;;;;;;;;;
2021;7;Minimarkets;Rosy;400-599G;777,14;11,36;11365;3381;3;68,38;499,5;0,14;;;;;;;;;;;;;;
2021;7;Minimarkets;Yellow;350-399G;627,35;11,10;11102;1374;8;56,51;374,5;0,15;;;;;;;;;;;;;;
2021;7;Minimarkets;Golden;350-399G;539,02;10,39;10392;3268;3;51,87;374,5;0,14;;;;;;;;;;;;;;
2021;7;Minimarkets;Magenta;300-349G;442,43;8,41;8414;4822;2;52,59;324,5;0,16;;;;;;;;;;;;;;
2021;7;Minimarkets;Black;200-249G;287,87;4,32;4324;1115;4;66,57;224,5;0,30;;;;;;;;;;;;;;
2021;7;Minimarkets;Black;400-599G;42,50;0,56;563;352;2;75,47;499,5;0,15;;;;;;;;;;;;;;
2021;7;Minimarkets;Lilac;400-599G;180,53;1,78;1779;549;3;101,46;499,5;0,20;;;;;;;;;;;;;;
2021;7;Minimarkets;White;<200G;139,36;1,57;1572;253;6;88,66;200;0,44;;;;;;;;;;;;;;
2021;7;Minimarkets;Red;350-399G;124,26;0,71;710;211;3;175,09;374,5;0,47;;;;;;;;;;;;;;
2021;7;Supermarkets;Green;200-249G;7 576,23;126,31;126310;12289;10;59,98;224,5;0,27;;;;;;;;;;;;;;
2021;7;Supermarkets;Green;350-399G;10 606,01;108,48;108476;15157;7;97,77;374,5;0,26;;;;;;;;;;;;;;
2021;7;Supermarkets;Green;400-599G;969,00;6,91;6909;693;10;140,25;499,5;0,28;;;;;;;;;;;;;;
2021;7;Supermarkets;Green;600-899G;2,47;0,01;12;4;3;207,28;749,5;0,28;;;;;;;;;;;;;;
2021;7;Supermarkets;Blue;200-249G;116,46;1,02;1023;252;4;113,85;224,5;0,51;;;;;;;;;;;;;;
2021;7;Supermarkets;Blue;400-599G;6 837,96;38,81;38808;2278;17;176,20;499,5;0,35;;;;;;;;;;;;;;
2021;7;Supermarkets;Rosy;350-399G;816,48;10,13;10132;5413;2;80,59;374,5;0,22;;;;;;;;;;;;;;
2021;7;Supermarkets;Rosy;400-599G;1 313,91;19,13;19134;5175;4;68,67;499,5;0,14;;;;;;;;;;;;;;
2021;7;Supermarkets;Yellow;350-399G;1 759,86;27,99;27990;1629;17;62,87;374,5;0,17;;;;;;;;;;;;;;
2021;7;Supermarkets;Golden;350-399G;959,12;19,05;19050;5312;4;50,35;374,5;0,13;;;;;;;;;;;;;;
2021;7;Supermarkets;Magenta;300-349G;412,48;7,57;7570;4586;2;54,49;324,5;0,17;;;;;;;;;;;;;;
2021;7;Supermarkets;Black;200-249G;27,91;0,93;929;131;7;30,04;224,5;0,13;;;;;;;;;;;;;;
2021;7;Supermarkets;Black;400-599G;346,08;4,29;4295;1414;3;80,58;499,5;0,16;;;;;;;;;;;;;;
2021;7;Supermarkets;Deep;<200G;287,87;0,93;930;115;8;309,57;200;1,55;;;;;;;;;;;;;;
2021;7;Supermarkets;Deep;350-399G;6,94;0,02;17;5;3;418,30;374,5;1,12;;;;;;;;;;;;;;
2021;7;Supermarkets;Deep;400-599G;25,55;0,05;49;34;1;518,25;499,5;1,04;;;;;;;;;;;;;;
2021;7;Supermarkets;Red;350-399G;225,06;1,19;1190;1;1 190;189,18;374,5;0,51;;;;;;;;;;;;;;
2021;7;Supermarkets;Dim;350-399G;34,42;0,07;74;1;74;464,44;374,5;1,24;;;;;;;;;;;;;;
2021;7;Supermarkets;Dim;400-599G;161,84;0,28;278;1;278;583,01;499,5;1,17;;;;;;;;;;;;;;
2021;8;Hypermarkets;Green;200-249G;694,01;10,25;10248;524;20;67,72;224,5;0,30;;;;;;;;;;;;;;
2021;8;Hypermarkets;Green;350-399G;5 266,28;57,88;57880;787;74;90,99;374,5;0,24;;;;;;;;;;;;;;
2021;8;Hypermarkets;Green;400-599G;4 297,37;36,15;36148;679;53;118,88;499,5;0,24;;;;;;;;;;;;;;
2021;8;Hypermarkets;Blue;200-249G;10,13;0,08;76;11;7;133,99;224,5;0,60;;;;;;;;;;;;;;
2021;8;Hypermarkets;Blue;400-599G;4 048,51;19,84;19844;737;27;204,02;499,5;0,41;;;;;;;;;;;;;;
2021;8;Hypermarkets;White;<200G;349,84;3,13;3125;127;25;111,93;200;0,56;;;;;;;;;;;;;;
2021;8;Hypermarkets;Yellow;350-399G;220,18;2,61;2605;249;10;84,51;374,5;0,23;;;;;;;;;;;;;;
2021;8;Hypermarkets;Orange;250-299G;14,07;0,05;51;19;3;277,57;274,5;1,01;;;;;;;;;;;;;;
2021;8;Hypermarkets;Orange;400-599G;127,68;0,98;978;171;6;130,54;499,5;0,26;;;;;;;;;;;;;;
2021;8;Hypermarkets;Magenta;300-349G;137,10;1,96;1960;338;6;69,94;324,5;0,22;;;;;;;;;;;;;;
2021;8;Hypermarkets;Red;350-399G;48,34;0,32;319;33;10;151,40;374,5;0,40;;;;;;;;;;;;;;
2021;8;Hypermarkets;Black;200-249G;10,63;0,17;173;47;4;61,57;224,5;0,27;;;;;;;;;;;;;;
2021;8;Hypermarkets;Black;400-599G;29,56;0,22;223;54;4;132,39;499,5;0,27;;;;;;;;;;;;;;
2021;8;Hypermarkets;Brown;<200G;37,27;0,56;557;88;6;66,94;200;0,33;;;;;;;;;;;;;;
2021;8;Hypermarkets;Brown;400-599G;0,14;0,00;1;1;1;111,09;499,5;0,22;;;;;;;;;;;;;;
2021;8;Hypermarkets;Rosy;350-399G;14,46;0,20;201;32;6;71,77;374,5;0,19;;;;;;;;;;;;;;
2021;8;Hypermarkets;Rosy;400-599G;20,79;0,40;403;48;8;51,59;499,5;0,10;;;;;;;;;;;;;;
2021;8;Minimarkets;Green;200-249G;2 051,05;29,27;29267;6264;5;70,08;224,5;0,31;;;;;;;;;;;;;;
2021;8;Minimarkets;Green;350-399G;5 927,69;61,11;61106;9814;6;97,01;374,5;0,26;;;;;;;;;;;;;;
2021;8;Minimarkets;Green;400-599G;354,73;2,36;2361;494;5;150,24;499,5;0,30;;;;;;;;;;;;;;
2021;8;Minimarkets;Green;600-899G;65,04;0,40;403;245;2;161,51;749,5;0,22;;;;;;;;;;;;;;
2021;8;Minimarkets;Rosy;350-399G;270,11;4,32;4324;1761;2;62,47;374,5;0,17;;;;;;;;;;;;;;
2021;8;Minimarkets;Rosy;400-599G;621,28;9,69;9687;3253;3;64,13;499,5;0,13;;;;;;;;;;;;;;
2021;8;Minimarkets;Blue;200-249G;1,38;0,01;11;6;2;126,68;224,5;0,56;;;;;;;;;;;;;;
2021;8;Minimarkets;Blue;400-599G;891,78;4,39;4394;711;6;202,95;499,5;0,41;;;;;;;;;;;;;;
2021;8;Minimarkets;Yellow;350-399G;520,90;8,30;8299;1386;6;62,77;374,5;0,17;;;;;;;;;;;;;;
2021;8;Minimarkets;Golden;350-399G;399,16;7,98;7982;2714;3;50,01;374,5;0,13;;;;;;;;;;;;;;
2021;8;Minimarkets;Magenta;300-349G;317,76;5,61;5613;3735;2;56,61;324,5;0,17;;;;;;;;;;;;;;
2021;8;Minimarkets;Black;200-249G;208,89;2,99;2991;1141;3;69,83;224,5;0,31;;;;;;;;;;;;;;
2021;8;Minimarkets;Black;400-599G;59,61;0,79;788;397;2;75,65;499,5;0,15;;;;;;;;;;;;;;
2021;8;Minimarkets;Lilac;400-599G;153,40;1,40;1400;411;3;109,56;499,5;0,22;;;;;;;;;;;;;;
2021;8;Minimarkets;White;<200G;140,02;1,58;1581;255;6;88,59;200;0,44;;;;;;;;;;;;;;
2021;8;Minimarkets;Orange;250-299G;0,69;0,00;2;1;2;407,43;274,5;1,48;;;;;;;;;;;;;;
2021;8;Minimarkets;Orange;400-599G;55,71;0,51;514;1;514;108,48;499,5;0,22;;;;;;;;;;;;;;
2021;8;Supermarkets;Green;200-249G;4 338,38;61,70;61699;11517;5;70,32;224,5;0,31;;;;;;;;;;;;;;
2021;8;Supermarkets;Green;350-399G;13 377,30;142,70;142704;17147;8;93,74;374,5;0,25;;;;;;;;;;;;;;
2021;8;Supermarkets;Green;400-599G;1 017,65;7,19;7194;688;10;141,45;499,5;0,28;;;;;;;;;;;;;;
2021;8;Supermarkets;Green;600-899G;2,69;0,01;13;4;3;206,67;749,5;0,28;;;;;;;;;;;;;;
2021;8;Supermarkets;Blue;200-249G;129,45;1,12;1119;226;5;115,71;224,5;0,52;;;;;;;;;;;;;;
2021;8;Supermarkets;Blue;400-599G;6 111,30;30,88;30882;3561;9;197,90;499,5;0,40;;;;;;;;;;;;;;
2021;8;Supermarkets;Rosy;350-399G;809,18;12,70;12696;5167;2;63,74;374,5;0,17;;;;;;;;;;;;;;
2021;8;Supermarkets;Rosy;400-599G;949,28;14,99;14987;4648;3;63,34;499,5;0,13;;;;;;;;;;;;;;
2021;8;Supermarkets;Yellow;250-299G;0,04;0,00;1;1;1;59,57;274,5;0,22;;;;;;;;;;;;;;
2021;8;Supermarkets;Yellow;350-399G;1 229,76;16,90;16897;1873;9;72,78;374,5;0,19;;;;;;;;;;;;;;
2021;8;Supermarkets;Golden;350-399G;549,43;11,23;11231;4277;3;48,92;374,5;0,13;;;;;;;;;;;;;;
2021;8;Supermarkets;Magenta;300-349G;350,57;5,71;5712;3911;1;61,37;324,5;0,19;;;;;;;;;;;;;;
2021;8;Supermarkets;Red;350-399G;264,77;1,34;1341;1;1 341;197,41;374,5;0,53;;;;;;;;;;;;;;
2021;8;Supermarkets;Deep;<200G;215,47;0,66;659;115;6;326,86;200;1,63;;;;;;;;;;;;;;
2021;8;Supermarkets;Deep;350-399G;5,40;0,01;13;4;3;428,69;374,5;1,14;;;;;;;;;;;;;;
2021;8;Supermarkets;Deep;400-599G;33,78;0,07;65;47;1;518,17;499,5;1,04;;;;;;;;;;;;;;
2021;8;Supermarkets;Dim;<200G;0,66;0,00;1;1;1;508,01;200;2,54;;;;;;;;;;;;;;
2021;8;Supermarkets;Dim;350-399G;28,18;0,06;62;1;62;458,23;374,5;1,22;;;;;;;;;;;;;;
2021;8;Supermarkets;Dim;400-599G;177,72;0,30;305;1;305;583,63;499,5;1,17;;;;;;;;;;;;;;
2021;8;Supermarkets;Black;200-249G;20,95;0,85;846;115;7;24,76;224,5;0,11;;;;;;;;;;;;;;
2021;8;Supermarkets;Black;400-599G;170,73;2,23;2225;1125;2;76,72;499,5;0,15;;;;;;;;;;;;;;
2021;9;Hypermarkets;Green;200-249G;808,53;12,62;12618;513;25;64,08;224,5;0,29;;;;;;;;;;;;;;
2021;9;Hypermarkets;Green;350-399G;4 132,66;42,40;42405;793;53;97,46;374,5;0,26;;;;;;;;;;;;;;
2021;9;Hypermarkets;Green;400-599G;4 342,30;36,79;36790;672;55;118,03;499,5;0,24;;;;;;;;;;;;;;
2021;9;Hypermarkets;Blue;200-249G;11,20;0,09;86;11;8;129,73;224,5;0,58;;;;;;;;;;;;;;
2021;9;Hypermarkets;Blue;400-599G;4 509,23;24,18;24176;712;34;186,52;499,5;0,37;;;;;;;;;;;;;;
2021;9;Hypermarkets;White;<200G;356,62;3,27;3267;211;15;109,14;200;0,55;;;;;;;;;;;;;;
2021;9;Hypermarkets;Yellow;350-399G;210,14;2,52;2516;245;10;83,53;374,5;0,22;;;;;;;;;;;;;;
2021;9;Hypermarkets;Orange;250-299G;12,38;0,05;50;21;2;250,01;274,5;0,91;;;;;;;;;;;;;;
2021;9;Hypermarkets;Orange;400-599G;139,41;1,08;1082;172;6;128,82;499,5;0,26;;;;;;;;;;;;;;
